Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG92EmuymsPtOyEif Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 74;startOffset: 91;endOffset: 103;endLine: 74,Maintenance (Code Smells)
To-Do,New,Normal,java:S1199:  "Extract this nested code block into a method.",MINOR,10min,Key: AYSMG92EmuymsPtOyEiy Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 102;startOffset: 8;endOffset: 9;endLine: 102,Maintenance (Code Smells)
To-Do,New,Normal,java:S1199:  "Extract this nested code block into a method.",MINOR,10min,Key: AYSMG92EmuymsPtOyEiz Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 112;startOffset: 8;endOffset: 9;endLine: 112,Maintenance (Code Smells)
To-Do,New,Normal,java:S1199:  "Extract this nested code block into a method.",MINOR,10min,Key: AYSMG92EmuymsPtOyEi0 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 118;startOffset: 8;endOffset: 9;endLine: 118,Maintenance (Code Smells)
To-Do,New,Normal,java:S1199:  "Extract this nested code block into a method.",MINOR,10min,Key: AYSMG92EmuymsPtOyEi1 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 126;startOffset: 8;endOffset: 9;endLine: 126,Maintenance (Code Smells)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to Object.",MINOR,5min,Key: AYSMG92FmuymsPtOyEjA Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 350;startOffset: 15;endOffset: 18;endLine: 350,Maintenance (Code Smells)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to Object.",MINOR,5min,Key: AYSMG92FmuymsPtOyEjB Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 400;startOffset: 15;endOffset: 18;endLine: 400,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYSMG92EmuymsPtOyEij Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 448;startOffset: 16;endOffset: 25;endLine: 448,Maintenance (Code Smells)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to Object.",MINOR,5min,Key: AYSMG92FmuymsPtOyEjG Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 513;startOffset: 15;endOffset: 18;endLine: 513,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG92EmuymsPtOyEig Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 635;startOffset: 32;endOffset: 35;endLine: 635,Maintenance (Code Smells)
To-Do,New,Normal,java:S1488:  "Immediately return this expression instead of assigning it to the temporary variable len.",MINOR,2min,Key: AYSMG92EmuymsPtOyEik Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 999;startOffset: 22;endOffset: 51;endLine: 999,Maintenance (Code Smells)
To-Do,New,Normal,java:S1488:  "Immediately return this expression instead of assigning it to the temporary variable len.",MINOR,2min,Key: AYSMG92EmuymsPtOyEil Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1030;startOffset: 22;endOffset: 51;endLine: 1030,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG92EmuymsPtOyEih Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1254;startOffset: 73;endOffset: 81;endLine: 1254,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG92FmuymsPtOyEjd Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1254;startOffset: 18;endOffset: 24;endLine: 1254,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG92EmuymsPtOyEii Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1277;startOffset: 73;endOffset: 81;endLine: 1277,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG92FmuymsPtOyEje Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1277;startOffset: 18;endOffset: 24;endLine: 1277,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG92FmuymsPtOyEjl Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1414;startOffset: 17;endOffset: 23;endLine: 1414,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG92UmuymsPtOyEjm Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONArray.java - startLine: 54;startOffset: 33;endOffset: 41;endLine: 54,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG92UmuymsPtOyEjn Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONArray.java - startLine: 65;startOffset: 33;endOffset: 41;endLine: 65,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG92UmuymsPtOyEjo Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONArray.java - startLine: 448;startOffset: 37;endOffset: 40;endLine: 448,Maintenance (Code Smells)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to Object.",MINOR,5min,Key: AYSMG92UmuymsPtOyEjt Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONArray.java - startLine: 453;startOffset: 26;endOffset: 29;endLine: 453,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG927muymsPtOyEkK Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 79;startOffset: 35;endOffset: 51;endLine: 79,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG927muymsPtOyEkL Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 81;startOffset: 29;endOffset: 45;endLine: 81,Maintenance (Code Smells)
To-Do,New,Normal,java:S4968:  "Replace this type parametrization by the 'final' type `String`.",MINOR,5min,Key: AYSMG927muymsPtOyEkV Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 359;startOffset: 39;endOffset: 55;endLine: 359,Maintenance (Code Smells)
To-Do,New,Normal,java:S3008:  "Rename this field fields_error to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYSMG927muymsPtOyEkZ Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 546;startOffset: 32;endOffset: 44;endLine: 546,Maintenance (Code Smells)
To-Do,New,Normal,java:S1481:  "Remove this unused field local variable.",MINOR,5min,Key: AYeaY2k9EvMYHQxpIBIo Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 571;startOffset: 32;endOffset: 37;endLine: 571,Maintenance (Code Smells)
To-Do,New,Normal,java:S1130:  "Remove the declaration of thrown exception 'java.io.StreamCorruptedException' which is a subclass of 'java.io.IOException'.",MINOR,5min,Key: AYSMG927muymsPtOyEki Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 608;startOffset: 62;endOffset: 86;endLine: 608,Maintenance (Code Smells)
To-Do,New,Normal,java:S1104:  "Make SECURITY_PREFIX a static final constant or non-public and provide accessors if needed.",MINOR,10min,Key: AYSMG92hmuymsPtOyEjx Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPObject.java - startLine: 14;startOffset: 25;endOffset: 40;endLine: 14,Maintenance (Code Smells)
To-Do,New,Normal,java:S1444:  "Make this public static SECURITY_PREFIX field final",MINOR,20min,Key: AYSMG92hmuymsPtOyEjy Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPObject.java - startLine: 14;startOffset: 25;endOffset: 40;endLine: 14,Maintenance (Code Smells)
To-Do,New,Normal,java:S3008:  "Rename this field SECURITY_PREFIX to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYSMG92hmuymsPtOyEjz Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPObject.java - startLine: 14;startOffset: 25;endOffset: 40;endLine: 14,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG92hmuymsPtOyEjw Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPObject.java - startLine: 17;startOffset: 57;endOffset: 65;endLine: 17,Maintenance (Code Smells)
To-Do,New,Normal,java:S1104:  "Make from a static final constant or non-public and provide accessors if needed.",MINOR,10min,Key: AYSMG90ymuymsPtOyEen Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPatch.java - startLine: 83;startOffset: 22;endOffset: 26;endLine: 83,Maintenance (Code Smells)
To-Do,New,Normal,java:S1104:  "Make path a static final constant or non-public and provide accessors if needed.",MINOR,10min,Key: AYSMG90ymuymsPtOyEeo Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPatch.java - startLine: 84;startOffset: 22;endOffset: 26;endLine: 84,Maintenance (Code Smells)
To-Do,New,Normal,java:S1104:  "Make value a static final constant or non-public and provide accessors if needed.",MINOR,10min,Key: AYSMG90ymuymsPtOyEep Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPatch.java - startLine: 85;startOffset: 22;endOffset: 27;endLine: 85,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG91nmuymsPtOyEfo Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 47;startOffset: 85;endOffset: 103;endLine: 47,Maintenance (Code Smells)
To-Do,New,Normal,java:S1596:  "Replace Collections.EMPTY_LIST by Collections.emptyList().",MINOR,2min,Key: AYSMG91nmuymsPtOyEgJ Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 273;startOffset: 33;endOffset: 55;endLine: 273,Maintenance (Code Smells)
To-Do,New,Normal,java:S3012:  "Use Arrays.copyOf Arrays.asList Collections.addAll or System.arraycopy instead.",MINOR,5min,Key: AYSMG91nmuymsPtOyEgT Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 448;startOffset: 16;endOffset: 38;endLine: 448,Maintenance (Code Smells)
To-Do,New,Normal,java:S135:  "Reduce the total number of break and continue statements in this loop to use at most one.",MINOR,20min,Key: AYSMG91nmuymsPtOyEf0 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 503;startOffset: 8;endOffset: 11;endLine: 503,Maintenance (Code Smells)
To-Do,New,Normal,java:S135:  "Reduce the total number of break and continue statements in this loop to use at most one.",MINOR,40min,Key: AYSMG91nmuymsPtOyEf1 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 550;startOffset: 8;endOffset: 11;endLine: 550,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG91nmuymsPtOyEfp Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 797;startOffset: 56;endOffset: 72;endLine: 797,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG91nmuymsPtOyEfq Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 798;startOffset: 47;endOffset: 63;endLine: 798,Maintenance (Code Smells)
To-Do,New,Normal,java:S3626:  "Remove this redundant jump.",MINOR,1min,Key: AYSMG91nmuymsPtOyEgb Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 856;startOffset: 12;endOffset: 19;endLine: 856,Maintenance (Code Smells)
To-Do,New,Normal,java:S3626:  "Remove this redundant jump.",MINOR,1min,Key: AYSMG91nmuymsPtOyEgc Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 859;startOffset: 8;endOffset: 15;endLine: 859,Maintenance (Code Smells)
To-Do,New,Normal,java:S1075:  "Remove this hard-coded path-delimiter.",MINOR,20min,Key: AYSMG91nmuymsPtOyEgk Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 889;startOffset: 48;endOffset: 51;endLine: 889,Maintenance (Code Smells)
To-Do,New,Normal,java:S1075:  "Remove this hard-coded path-delimiter.",MINOR,20min,Key: AYSMG91nmuymsPtOyEgl Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 889;startOffset: 69;endOffset: 72;endLine: 889,Maintenance (Code Smells)
To-Do,New,Normal,java:S1075:  "Remove this hard-coded path-delimiter.",MINOR,20min,Key: AYSMG91nmuymsPtOyEgh Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 899;startOffset: 48;endOffset: 51;endLine: 899,Maintenance (Code Smells)
To-Do,New,Normal,java:S1075:  "Remove this hard-coded path-delimiter.",MINOR,20min,Key: AYSMG91nmuymsPtOyEgi Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 899;startOffset: 67;endOffset: 70;endLine: 899,Maintenance (Code Smells)
To-Do,New,Normal,java:S1075:  "Remove this hard-coded path-delimiter.",MINOR,20min,Key: AYSMG91nmuymsPtOyEgf Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 907;startOffset: 48;endOffset: 51;endLine: 907,Maintenance (Code Smells)
To-Do,New,Normal,java:S1075:  "Remove this hard-coded path-delimiter.",MINOR,20min,Key: AYSMG91nmuymsPtOyEgg Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 907;startOffset: 67;endOffset: 70;endLine: 907,Maintenance (Code Smells)
To-Do,New,Normal,java:S1075:  "Remove this hard-coded path-delimiter.",MINOR,20min,Key: AYSMG91nmuymsPtOyEgd Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 926;startOffset: 48;endOffset: 51;endLine: 926,Maintenance (Code Smells)
To-Do,New,Normal,java:S1075:  "Remove this hard-coded path-delimiter.",MINOR,20min,Key: AYSMG91nmuymsPtOyEge Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 926;startOffset: 69;endOffset: 72;endLine: 926,Maintenance (Code Smells)
To-Do,New,Normal,java:S135:  "Reduce the total number of break and continue statements in this loop to use at most one.",MINOR,20min,Key: AYSMG91nmuymsPtOyEf2 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1077;startOffset: 12;endOffset: 15;endLine: 1077,Maintenance (Code Smells)
To-Do,New,Normal,java:S3626:  "Remove this redundant jump.",MINOR,1min,Key: AYSMG91nmuymsPtOyEgp Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1080;startOffset: 20;endOffset: 29;endLine: 1080,Maintenance (Code Smells)
To-Do,New,Normal,java:S1481:  "Remove this unused self local variable.",MINOR,5min,Key: AYSMG91nmuymsPtOyEgt Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1121;startOffset: 24;endOffset: 28;endLine: 1121,Maintenance (Code Smells)
To-Do,New,Normal,java:S1488:  "Immediately return this expression instead of assigning it to the temporary variable filter.",MINOR,2min,Key: AYSMG91nmuymsPtOyEgH Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1205;startOffset: 40;endOffset: 38;endLine: 1209,Maintenance (Code Smells)
To-Do,New,Normal,java:S1199:  "Extract this nested code block into a method.",MINOR,10min,Key: AYSMG91nmuymsPtOyEgK Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1221;startOffset: 20;endOffset: 21;endLine: 1221,Maintenance (Code Smells)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable lparanCount.",MAJOR,15min,Key: AYSMG91nmuymsPtOyEgs Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1534;startOffset: 24;endOffset: 37;endLine: 1534,Maintenance (Code Smells)
To-Do,New,Normal,java:S1488:  "Immediately return this expression instead of assigning it to the temporary variable value.",MINOR,2min,Key: AYSMG91nmuymsPtOyEgI Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1818;startOffset: 25;endOffset: 45;endLine: 1818,Maintenance (Code Smells)
To-Do,New,Normal,java:S135:  "Reduce the total number of break and continue statements in this loop to use at most one.",MINOR,20min,Key: AYSMG91nmuymsPtOyEf3 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1982;startOffset: 12;endOffset: 17;endLine: 1982,Maintenance (Code Smells)
To-Do,New,Normal,java:S135:  "Reduce the total number of break and continue statements in this loop to use at most one.",MINOR,20min,Key: AYSMG91nmuymsPtOyEf4 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2043;startOffset: 12;endOffset: 15;endLine: 2043,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91nmuymsPtOyEg1 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2221;startOffset: 21;endOffset: 27;endLine: 2221,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91nmuymsPtOyEg2 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2233;startOffset: 21;endOffset: 27;endLine: 2233,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91nmuymsPtOyEg3 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2267;startOffset: 21;endOffset: 27;endLine: 2267,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91nmuymsPtOyEg4 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2320;startOffset: 21;endOffset: 27;endLine: 2320,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91nmuymsPtOyEg6 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2349;startOffset: 21;endOffset: 27;endLine: 2349,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91nmuymsPtOyEhX Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2426;startOffset: 21;endOffset: 27;endLine: 2426,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG91nmuymsPtOyEfr Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2451;startOffset: 52;endOffset: 60;endLine: 2451,Maintenance (Code Smells)
To-Do,New,Normal,java:S1155:  "Use isEmpty() to check whether the collection is empty or not.",MINOR,2min,Key: AYSMG91omuymsPtOyEhb Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2535;startOffset: 15;endOffset: 31;endLine: 2535,Maintenance (Code Smells)
To-Do,New,Normal,java:S1155:  "Use isEmpty() to check whether the collection is empty or not.",MINOR,2min,Key: AYSMG91omuymsPtOyEhc Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2629;startOffset: 16;endOffset: 32;endLine: 2629,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG91nmuymsPtOyEfs Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2675;startOffset: 52;endOffset: 60;endLine: 2675,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91omuymsPtOyEhf Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2743;startOffset: 21;endOffset: 27;endLine: 2743,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91omuymsPtOyEhg Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2744;startOffset: 21;endOffset: 27;endLine: 2744,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91omuymsPtOyEhh Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2745;startOffset: 21;endOffset: 27;endLine: 2745,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG91nmuymsPtOyEft Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2752;startOffset: 47;endOffset: 55;endLine: 2752,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG91nmuymsPtOyEfu Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2761;startOffset: 55;endOffset: 63;endLine: 2761,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG91nmuymsPtOyEfv Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2879;startOffset: 46;endOffset: 54;endLine: 2879,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91omuymsPtOyEhs Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3199;startOffset: 11;endOffset: 19;endLine: 3199,Maintenance (Code Smells)
To-Do,New,Normal,java:S3008:  "Rename this field TYPE to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYSMG91omuymsPtOyEhr Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3200;startOffset: 20;endOffset: 24;endLine: 3200,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91omuymsPtOyEhy Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3519;startOffset: 11;endOffset: 17;endLine: 3519,Maintenance (Code Smells)
To-Do,New,Normal,java:S2293:  "Replace the type specification in this constructor call with the diamond operator (<>).",MINOR,1min,Key: AYSMG91nmuymsPtOyEfw Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3592;startOffset: 35;endOffset: 43;endLine: 3592,Maintenance (Code Smells)
To-Do,New,Normal,java:S3626:  "Remove this redundant jump.",MINOR,1min,Key: AYSMG91omuymsPtOyEiJ Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 4148;startOffset: 12;endOffset: 19;endLine: 4148,Maintenance (Code Smells)
To-Do,New,Normal,java:S2147:  "Combine this catch with the one at line 4174 which has the same body.",MINOR,5min,Key: AYSMG91omuymsPtOyEiM Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 4176;startOffset: 17;endOffset: 42;endLine: 4176,Maintenance (Code Smells)
To-Do,New,Normal,java:S3626:  "Remove this redundant jump.",MINOR,1min,Key: AYSMG91omuymsPtOyEiP Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 4261;startOffset: 12;endOffset: 19;endLine: 4261,Maintenance (Code Smells)
To-Do,New,Normal,java:S1199:  "Extract this nested code block into a method.",MINOR,10min,Key: AYSMG91nmuymsPtOyEgL Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 4378;startOffset: 8;endOffset: 9;endLine: 4378,Maintenance (Code Smells)
To-Do,New,Normal,java:S1199:  "Extract this nested code block into a method.",MINOR,10min,Key: AYSMG91nmuymsPtOyEgM Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 4389;startOffset: 8;endOffset: 9;endLine: 4389,Maintenance (Code Smells)
To-Do,New,Normal,java:S2065:  "Remove the transient modifier from this field.",MINOR,2min,Key: AYSMG91FmuymsPtOyEe6 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONReader.java - startLine: 28;startOffset: 12;endOffset: 21;endLine: 28,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91YmuymsPtOyEfJ Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONStreamContext.java - startLine: 5;startOffset: 10;endOffset: 16;endLine: 5,Maintenance (Code Smells)
To-Do,New,Normal,java:S1124:  "Reorder the modifiers to comply with the Java Language Specification.",MINOR,2min,Key: AYSMG91YmuymsPtOyEfK Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONStreamContext.java - startLine: 6;startOffset: 10;endOffset: 16;endLine: 6,Maintenance (Code Smells)
